WifiAccessPoint_0,WifiAccessPoint_1,WifiAccessPoint_2,WifiAccessPoint_3,WifiAccessPoint_4,WifiAccessPoint_5,WifiAccessPoint_6,WifiAccessPoint_7,WifiAccessPoint_8,WifiAccessPoint_9,WifiAccessPoint_10,WifiAccessPoint_11,WifiAccessPoint_12,WifiAccessPoint_13,WifiAccessPoint_14,WifiAccessPoint_15,WifiAccessPoint_16,WifiAccessPoint_17,WifiAccessPoint_18,WifiAccessPoint_19,WifiAccessPoint_20,WifiAccessPoint_21,WifiAccessPoint_22,WifiAccessPoint_23,WifiAccessPoint_24,WifiAccessPoint_25,WifiAccessPoint_26,WifiAccessPoint_27,WifiAccessPoint_28,WifiAccessPoint_29,WifiAccessPoint_30,WifiAccessPoint_31,WifiAccessPoint_32,WifiAccessPoint_33,WifiAccessPoint_34,WifiAccessPoint_35,WifiAccessPoint_36,WifiAccessPoint_37,WifiAccessPoint_38,WifiAccessPoint_39,WifiAccessPoint_40,WifiAccessPoint_41,WifiAccessPoint_42,WifiAccessPoint_43,WifiAccessPoint_44,WifiAccessPoint_45,WifiAccessPoint_46,WifiAccessPoint_47,WifiAccessPoint_48,WifiAccessPoint_49,WifiAccessPoint_50,WifiAccessPoint_51,WifiAccessPoint_52,WifiAccessPoint_53,WifiAccessPoint_54,WifiAccessPoint_55,WifiAccessPoint_56,WifiAccessPoint_57,WifiAccessPoint_58,WifiAccessPoint_59,WifiAccessPoint_60,WifiAccessPoint_61,WifiAccessPoint_62,WifiAccessPoint_63,WifiAccessPoint_64,WifiAccessPoint_65,WifiAccessPoint_66,WifiAccessPoint_67,WifiAccessPoint_68,WifiAccessPoint_69,WifiAccessPoint_70,WifiAccessPoint_71,WifiAccessPoint_72,WifiAccessPoint_73,WifiAccessPoint_74,WifiAccessPoint_75,WifiAccessPoint_76,WifiAccessPoint_77,WifiAccessPoint_78,WifiAccessPoint_79,WifiAccessPoint_80,WifiAccessPoint_81,WifiAccessPoint_82,WifiAccessPoint_83,WifiAccessPoint_84,WifiAccessPoint_85,WifiAccessPoint_86,WifiAccessPoint_87,WifiAccessPoint_88,WifiAccessPoint_89,WifiAccessPoint_90,x,y
-130,-73,-59,-65,-74,-73,-79,-69,-83,-79,-83,null,null,-71,-81,-61,-67,null,-71,-77,null,null,null,-97,-77,-80,null,null,null,-86,-81,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-91,null,null,null,null,null,null,null,null,null,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.706154197,0.625962275
-125,-75,-59,-74,-69,-80,-70,-59,-72,-51,-82,-69,-68,-52,-57,-75,-79,null,-48,-73,null,-79,null,-80,-87,-76,null,-65,null,-62,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-76,null,-87,null,null,null,null,-85,-90,null,null,null,-83,null,null,null,null,null,null,-95,null,null,null,-95,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.44078192,0.649818633
-120,-58,-52,null,-56,-63,-70,-76,-66,-80,-63,-67,-80,-77,null,-65,-75,null,null,null,-83,-80,-94,-73,null,null,null,null,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.821090961,0.800913118
-118,-67,-68,null,-71,null,-75,-55,-72,-57,null,-71,-80,-42,-54,-74,-69,null,-51,-62,null,-76,-87,-84,-72,-70,null,-58,null,-62,-77,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-81,null,-94,null,null,null,null,-92,-79,null,null,null,null,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.278383586,0.639680688
-131,null,-88,null,null,null,null,null,null,-81,null,null,null,null,-79,null,-86,null,null,null,null,null,null,null,null,null,null,-81,null,null,-77,-73,-55,null,null,null,-69,null,null,-80,null,null,null,null,-83,null,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.56803418,0.194824547
-126,null,-74,null,null,-82,null,-74,null,-89,null,null,null,-71,-70,-69,-71,null,-82,null,null,null,null,null,null,null,null,null,null,null,-65,-54,-57,null,null,-65,-45,-69,null,null,-80,null,null,null,-68,null,-83,null,null,-97,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.560783112,0.09003684
-117,-50,-67,null,-58,-47,-66,-66,-72,-68,-66,-51,-76,null,-81,-71,-62,null,null,null,-65,-60,-66,-75,null,null,-85,null,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.691691542,0.858783063
-128,-79,-88,-81,null,null,-89,null,-97,-92,null,-93,null,-78,-58,-73,-69,null,-76,null,null,null,null,null,null,null,null,-62,null,null,-51,-59,-77,null,null,-76,null,-67,-85,-95,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.895317474,0.349035238
-130,-70,-72,-66,-69,-65,-80,-36,-88,-44,-72,-67,-58,-48,-66,null,-75,null,-64,-67,null,-71,-87,-81,-82,-73,null,-73,null,-67,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-81,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-83,null,null,null,null,null,null,null,null,null,-86,-79,-87,null,null,null,null,null,null,null,null,0.219186976,0.728857805
-125,null,-70,null,null,null,null,null,null,null,null,-72,-74,-59,-68,-67,-75,null,-68,null,null,null,null,null,null,null,null,-67,null,null,-57,-67,-65,null,null,null,-52,null,null,null,null,null,null,null,-72,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.439400967,0.028201338
-124,-70,-69,-72,-57,-47,-79,-72,-83,-75,-48,-68,-67,null,null,-78,-67,null,null,null,-57,-69,-57,-69,null,null,null,null,-70,null,null,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.688216427,0.954669743
-126,null,-77,null,null,null,null,-73,null,-69,null,-80,null,-63,-46,-85,-79,null,-62,-90,null,null,null,null,-81,null,null,-61,null,null,-69,-91,-74,null,null,null,-76,null,-87,null,null,null,null,null,-96,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.227202542,0.326387155
-122,-47,-55,-57,-54,-64,-53,-61,-56,-52,-64,-56,-64,-73,-64,null,-81,null,-61,-75,-65,-67,-67,-60,-74,-83,null,-63,null,-83,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.610532093,0.794257376
-131,-65,-47,-45,-62,-79,-61,-62,-72,-62,-69,-69,-84,-51,-78,null,-61,null,-68,-69,-75,-92,-83,-77,-69,-86,null,null,null,-75,-67,-68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-79,-83,-77,-81,null,null,null,null,-80,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.693754664,0.561451301
-121,-65,-56,-65,-80,-80,-80,-78,-83,-78,-84,-84,-78,-79,-78,-77,-66,null,-68,-97,null,null,-89,null,-80,-82,null,-87,null,-79,-81,-76,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.720858552,0.624661173
-133,-80,-78,null,null,null,null,null,null,-78,null,null,null,-82,-67,-83,-77,null,-75,null,null,null,null,null,null,null,null,null,null,null,-56,-61,-63,null,null,null,-66,-81,null,-87,null,null,null,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.507559166,0.239038308
-124,-61,-64,-64,-41,-50,-67,-57,null,-70,-38,-57,-57,null,null,-61,-63,null,null,null,-59,null,-63,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.686864318,0.88864523
-125,-72,-59,-62,-68,null,-68,null,-68,-80,-88,null,null,-70,-78,-62,-57,null,-78,-77,null,-78,null,null,null,-70,null,null,null,-71,-84,-68,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.882951366,0.585763582
-135,-93,-77,null,null,null,-85,-67,null,-67,null,-81,-88,-49,-60,null,-69,null,-56,-73,null,-96,null,null,-69,-77,null,-54,null,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.205618719,0.5172531
-129,-68,-67,-68,-61,-55,-66,-66,-71,-58,-55,-53,-70,null,null,-75,-75,null,-79,-82,-45,-78,-55,-73,null,null,-84,null,-67,null,null,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.686694526,0.957135178
-117,-75,-68,-67,null,-82,null,null,null,-67,null,-67,null,-45,-50,-68,-57,null,-40,-79,null,-84,null,-79,-76,-70,null,-56,null,-79,-76,null,-82,null,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-80,null,null,-87,-84,null,-73,null,null,null,null,-100,null,null,null,null,null,null,null,null,null,null,-91,null,-78,-90,null,null,null,null,0.2251852,0.452552145
-126,-79,-76,-86,-75,-80,null,-54,null,-63,null,-62,-65,-77,-81,null,-91,null,-72,-79,null,-83,null,-78,null,-91,null,-81,null,-98,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.343653597,0.80192605
-128,-82,-82,-66,-74,-75,-85,-82,null,-83,null,null,null,-74,-62,-57,-66,null,null,null,null,null,null,null,-83,-85,null,-54,null,-85,-55,-51,-62,null,null,null,-63,-83,-73,-83,-69,null,null,null,-89,null,null,null,null,-80,null,null,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-81,null,0.552565541,0.332863743
-136,null,-84,null,null,null,null,null,null,-82,null,-95,null,-82,-67,null,-86,null,null,null,null,null,null,null,null,null,null,-68,null,null,-66,-65,-66,null,null,null,-64,-87,-74,null,null,null,null,-71,-82,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.08566948,0.277614222
-123,null,null,null,null,null,null,null,null,null,null,null,null,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-71,-64,-54,null,null,null,-51,null,null,null,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.084813006,0.27017723
-122,-74,-61,-69,-75,-84,-69,-69,-64,-68,null,-69,-79,-72,-75,null,-73,null,-63,-76,null,-87,null,-80,-75,-73,null,-64,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-92,-91,null,null,null,-91,null,null,null,null,null,null,-87,null,null,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.434728543,0.616919485
-122,-68,-65,-74,-77,-80,-81,-58,-83,-55,null,-73,null,-53,-52,-68,-57,null,-66,-64,-88,-81,null,-81,-66,-64,null,-58,null,-60,-78,-67,-75,null,null,null,-74,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-80,null,null,null,null,-90,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.125885469,0.558872358
-133,null,null,null,null,null,null,-88,null,null,null,null,null,-76,null,-77,-72,null,-83,null,null,null,null,null,null,null,null,null,null,null,-60,-49,-57,null,null,null,-58,-74,null,-75,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.57212988,0.291062368
-128,-70,-81,-84,-78,-59,-90,-77,-73,-72,-62,-46,-56,-77,-76,null,-90,null,-77,-82,-67,-74,-79,-71,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.514902323,0.87001667
-131,-66,-59,-72,-64,-71,-89,-53,-81,-57,-76,-56,-72,-65,-66,null,null,null,-62,-58,-88,-83,-80,-81,-74,-71,null,-60,null,-63,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.218187926,0.753222381
-135,null,-72,-82,null,null,null,null,null,null,null,null,null,-65,null,null,-62,null,-77,null,null,null,null,null,null,null,null,null,null,null,-57,-60,-50,null,null,null,-58,-66,null,-77,-70,null,null,null,-74,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.926199473,0.206275019
-132,-68,-78,-76,-75,-57,-83,null,-77,-85,-54,-77,-84,-97,null,-76,null,null,null,-88,-59,null,-65,null,null,null,-78,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.529225314,0.98337132
-119,-50,-49,-49,-54,-63,-64,-59,-76,-62,-79,-55,-65,-59,-72,-59,-62,null,-64,-71,-88,-70,-76,-67,-72,-76,null,null,null,-79,-77,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-87,-80,null,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.600914878,0.799238019
-126,-70,-58,-68,-71,-71,null,null,null,-74,-81,null,null,null,-59,-58,-53,-77,null,null,null,null,null,null,null,null,null,-62,null,null,-36,-48,null,-77,null,-72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.67740867,0.324462151
-129,-69,-63,-68,-78,null,-67,null,-74,-74,-72,null,null,-78,-83,-56,-56,null,-76,-83,null,-84,null,null,null,-77,null,null,null,-86,-85,-75,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.729513921,0.582029128
-122,null,-84,null,null,null,null,null,null,-97,null,null,null,-82,-88,-83,-74,null,null,null,null,null,null,null,null,null,null,null,null,null,-87,-83,-64,null,null,null,-65,null,-95,-94,null,null,null,null,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.911816781,0.151721237
-130,null,-98,null,null,null,null,null,null,-81,null,-80,null,-71,-64,null,-73,null,-65,null,null,null,null,null,-86,null,null,-56,null,null,-80,null,-74,null,null,null,-85,-90,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.302926035,0.328073572
-122,null,null,null,null,null,null,null,null,-83,null,null,null,-72,-74,null,-73,null,-74,null,null,null,null,null,null,null,null,null,null,null,-76,-76,-70,null,null,null,-68,null,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.813226526,0.044216136
-126,null,null,null,null,null,null,null,null,null,null,-98,null,-76,-63,null,-90,null,null,null,null,null,null,null,null,null,null,-70,null,null,-66,-70,-64,null,null,null,-53,-86,-81,null,null,null,null,-80,-81,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.075505839,0.205817263
-124,null,null,null,null,null,null,null,null,-77,null,null,null,-78,-67,null,null,null,-79,null,null,null,null,null,null,null,null,-63,null,null,-79,-74,-57,null,null,null,-55,-85,-77,null,null,null,null,null,-82,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.078570547,0.278418521
-125,-64,-67,-68,-60,-45,-65,-77,-67,-70,-54,-60,-57,null,null,-74,-72,null,-82,-83,-47,-86,-52,-68,null,null,-98,null,-83,null,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.686562755,0.957716566
-120,-64,-49,-58,-69,-86,-78,-73,-75,-69,-89,-84,null,null,-86,-62,-60,null,null,null,-93,null,-86,null,-78,null,null,-76,null,-90,-67,-65,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-88,null,-89,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.78732861,0.622646922
-121,null,-93,null,null,null,null,null,null,-86,null,null,null,null,-81,null,-82,null,null,null,null,null,null,null,null,null,null,-76,null,null,-70,-67,-68,null,null,null,-62,null,null,-76,null,null,null,null,-83,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.566232902,0.160907313
-134,null,null,null,null,null,null,null,null,null,null,null,null,-80,-67,-77,-74,null,-71,null,null,null,null,null,null,null,null,-72,null,null,-75,-80,-73,null,null,null,-63,-80,-81,-86,null,null,null,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.407927129,0.259713034
-129,-78,-82,null,null,null,-79,-66,-95,-70,null,-82,-80,-58,-61,null,-93,null,-61,-70,null,-93,null,null,-78,-76,null,null,null,-79,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.209086811,0.643046792
-120,-90,-86,null,null,null,null,-76,null,-76,null,-79,null,-69,-67,-64,-63,null,-62,null,null,null,null,null,-88,-69,null,-61,null,-80,-80,-79,-81,null,null,null,-80,-92,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.27595843,0.440266218
-132,-65,-75,null,-81,null,-76,-55,-82,-49,null,-51,-63,-49,-65,-69,-74,null,-50,-60,-71,null,null,null,-62,-50,null,-49,null,-66,-73,null,-73,null,null,null,null,null,-71,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-84,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.356079451,0.543736543
-128,-56,-65,-61,-66,-53,-78,-72,-72,-71,-51,-60,-62,null,null,null,-66,null,null,null,-59,-59,-51,-66,null,null,-82,null,-77,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.692042405,0.958432307
-130,-44,-71,-70,-48,-50,-57,-56,null,-62,-51,-56,-58,null,null,-59,-61,null,null,null,-60,null,-66,-66,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.686907771,0.87582511
-127,null,-74,null,null,-85,null,null,null,null,null,null,null,null,-81,null,-66,null,null,null,null,null,null,null,null,null,null,-75,null,null,-70,-67,-59,null,null,null,-64,null,-90,-84,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.867588444,0.044806586
-124,-49,-64,-66,-56,-74,-76,-75,-77,-78,-66,-65,-70,-77,null,-79,-63,null,null,null,-73,-88,-75,-80,-88,null,null,null,null,null,-72,-72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.91990304,0.846755851
-136,-83,-74,-62,-73,-71,-85,-79,null,-80,null,null,null,-79,-57,-54,-56,null,null,null,null,null,null,null,-86,-81,null,-67,null,-80,-49,-55,-73,null,null,null,-71,-79,-81,-66,-72,null,null,null,-81,null,null,null,null,-85,null,null,null,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-81,null,0.402393622,0.322134717
-125,null,null,null,null,null,null,null,null,null,null,null,null,null,-69,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-72,-75,-64,null,null,null,-58,null,-79,-95,null,null,null,null,-71,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.075261421,0.165301836
-132,-71,-67,-70,-75,-76,-80,-80,-85,-76,-85,null,null,-74,-78,-64,-72,null,-78,-84,null,-80,-87,null,-75,-68,null,-74,null,-80,null,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.696499451,0.570909225
-128,null,-83,null,null,null,null,null,null,-85,null,null,null,-85,-74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-78,-76,-57,null,null,null,-70,null,null,null,null,null,null,null,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.371637906,0.102791288
-123,-49,-53,-58,-64,-70,-66,-59,-62,-56,-69,-75,-77,-57,-73,-55,-49,null,-62,-65,-86,-82,-75,-79,null,-67,null,-71,null,-65,-85,-70,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-85,-90,null,-81,null,null,null,null,null,null,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.696218676,0.583871644
-126,-65,-60,-47,-57,-72,-62,-66,-66,-50,-73,null,null,-66,-67,-54,-47,null,null,-81,null,-95,null,null,-86,-77,null,-54,null,-68,-60,-75,-90,null,null,null,null,null,null,-91,null,null,null,null,null,null,null,null,null,null,null,-85,-90,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.587747295,0.579555687
-133,-75,-90,null,null,null,null,null,null,null,null,null,null,-78,-68,-70,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,-64,-68,-58,null,null,null,-70,null,null,-79,null,null,null,null,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.891287319,0.042036175
-127,-60,-46,-56,-70,-74,-74,-61,-67,-65,-79,-88,-71,-47,-66,-49,-52,null,null,-82,-84,-77,-79,-78,-57,-68,null,-71,null,-74,null,-66,-91,null,null,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,-70,null,-85,null,null,null,null,null,null,null,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.695312161,0.52493303
-126,-66,-57,null,-70,null,null,null,null,-71,null,null,null,-63,-52,-38,-44,null,null,null,null,null,null,null,null,null,null,null,null,null,-55,-60,-66,null,null,-73,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.677746622,0.473594882
